"","week","county_fips","mean_diff","mode_grade_diff","mean_grade_diff","mean_visit","mode_grade_visit","mean_grade_visit","mean_encounters","mode_grade_encounters","mean_grade_encounters"
"65",9,1129,0.055512941099949,"F",1,NA,"",NA,-0.95571854645738,"A",4.71428571428571
"66",9,1131,0.125256710144979,"F",1,NA,"",NA,-0.966562113474779,"A",5
"67",9,1133,0.0424515062711443,"F",1,0.00588296618883873,"F",1,-0.563594057308432,"D",1.85714285714286
"68",9,2016,-0.337610191846073,"B",2.57142857142857,NA,"",NA,-0.999336373108851,"A",5
"69",9,2020,0.0466209521869365,"F",1,0.050780549250915,"F",1,-0.251571218527152,"F",1.14285714285714
"70",9,2050,-0.119511267719452,"F",1.28571428571429,NA,"",NA,-0.999935520724027,"A",5
"71",9,2090,0.079489618234842,"F",1,0.0371374658477588,"F",1,-0.966459874211349,"A",5
"72",9,2110,0.0479021735661797,"F",1,-0.0236208936575816,"F",1,-0.986351072958746,"A",5
"73",9,2122,-0.0198067213225101,"F",1,-0.0287156692082208,"F",1,-0.994715852203043,"A",5
"74",9,2130,0.0292456316195511,"F",1,NA,"",NA,-0.996231532543959,"A",5
"75",9,2150,-0.0792771918042484,"F",1.28571428571429,NA,"",NA,-0.998445796928867,"A",5
"76",9,2158,0.0739771111735485,"F",1.57142857142857,NA,"",NA,-0.99995892385041,"A",5
"77",9,2170,0.0831719528510944,"F",1,0.0548452927464312,"F",1,-0.988637691255172,"A",5
"78",9,2180,0.0346759205673664,"F",1.28571428571429,NA,"",NA,-0.999818181612002,"A",5
"79",9,2185,-0.0108519838777602,"F",1,NA,"",NA,-0.99970933276931,"A",5
"80",9,2188,0.029504588419814,"F",1.14285714285714,NA,"",NA,-0.999923333564384,"A",5
"81",9,2198,0.102506310460585,"F",1.42857142857143,NA,"",NA,-0.998314358212814,"A",5
"82",9,2220,0.0626661651079905,"F",1.14285714285714,NA,"",NA,-0.997650286648157,"A",5
"83",9,2240,0.00111817239934151,"F",1.28571428571429,NA,"",NA,-0.999729742168576,"A",5
"84",9,2261,0.180513123809544,"F",1,NA,"",NA,-0.999796947664751,"A",5
"85",9,4001,0.106073909353513,"F",1,NA,"",NA,-0.995672570417067,"A",5
"86",9,4003,0.0449920800763023,"F",1,0.0291563806550053,"F",1,-0.921824340155915,"B",4
"87",9,4005,0.0129173671427547,"F",1,-0.0233512014536766,"F",1,-0.932838467381364,"B",4.28571428571429
"88",9,4007,0.0593570388666579,"F",1,0.0285129162187224,"F",1,-0.968432909628762,"A",5
"89",9,4009,0.0282486973231377,"F",1,0.0271689275729656,"F",1,-0.979357109648186,"A",5
"90",9,4011,0.0911832012514672,"F",1,NA,"",NA,-0.9938592357915,"A",5
"91",9,4012,0.0361850171832256,"F",1,NA,"",NA,-0.969619094459925,"A",5
"92",9,4013,0.022648065481513,"F",1,0.00439587650138498,"F",1,4.742116251493,"F",1
"93",9,4015,0.0519056561674975,"F",1,-0.0131319155901408,"F",1,-0.915345856336434,"B",4
"94",9,4017,0.0616217816708972,"F",1,0.0645622086453756,"F",1,-0.979919464109106,"A",5
"95",9,4019,0.0281640653170948,"F",1,0.0168291082214872,"F",1,-0.203628704579962,"F",1.14285714285714
"96",9,4021,0.0304393795045677,"F",1,0.0291494065011103,"F",1,-0.528514687935137,"D",1.85714285714286
"97",9,4023,0.0916339785440557,"F",1,0.0523592061859297,"F",1,-0.923913482517895,"B",4.14285714285714
"98",9,4025,0.035919970052063,"F",1,0.019171400599311,"F",1,-0.868253988295791,"B",4
"99",9,4027,0.0519283296042859,"F",1,0.00676371069624314,"F",1,-0.859865109028592,"B",4
"100",9,5001,0.033946230181767,"F",1,-0.0199394744569598,"F",1,-0.85231539319306,"B",3.85714285714286
"101",9,5003,0.0541049540282836,"F",1,0.0505039881598617,"F",1,-0.770258275995475,"B",3
"102",9,5005,0.0298281407644598,"F",1,0.0164441236527932,"F",1,-0.593492314065824,"D",2.14285714285714
"103",9,5007,0.0307490404556644,"F",1,0.0133939963403335,"F",1,5.25595114687361,"F",1
"104",9,5009,0.0298852767112357,"F",1,0.013323388931367,"F",1,-0.300731097585413,"F",1.14285714285714
"105",9,5011,0.0370560682134135,"F",1,NA,"",NA,-0.936735299230031,"B",4.28571428571429
"106",9,5013,0.122940828182399,"F",1,NA,"",NA,-0.969116002599395,"A",5
"107",9,5015,0.0552235145672063,"F",1,0.037063699697463,"F",1,-0.684425393866052,"D",2.71428571428571
"108",9,5017,0.0483107536278894,"F",1,NA,"",NA,-0.966824888148888,"A",5
"109",9,5019,0.019676371889446,"F",1,0.012161395132611,"F",1,-0.496669918949203,"D",1.85714285714286
"110",9,5021,0.0332202982927813,"F",1,-0.0188715449684355,"F",1,-0.877797430895025,"B",4
"111",9,5023,0.00318565848829604,"F",1,-0.0198885343607411,"F",1,-0.679648922713728,"D",2.14285714285714
"112",9,5025,0.0362283394011457,"F",1,NA,"",NA,-0.945643109063381,"B",4.28571428571429
"113",9,5027,0.0380821837715239,"F",1,0.0691382150071842,"F",1,-0.526104781815197,"D",2
"114",9,5029,0.0453383614344225,"F",1,0.00674854761413883,"F",1,-0.650628573678534,"D",2.14285714285714
"115",9,5031,0.0221279902125773,"F",1,0.0263717594315367,"F",1,5.50764700939533,"F",1
"116",9,5033,0.0340640800129762,"F",1,0.0169397177040586,"F",1,0.380293105347801,"F",1
"117",9,5035,0.0170498218275817,"F",1,0.0423344330257385,"F",1,-0.24418678717088,"F",1.14285714285714
"118",9,5037,0.0298373637527616,"F",1,-0.0205317796862855,"F",1,-0.719003287073993,"D",2.28571428571429
"119",9,5039,0.0569693453668498,"F",1,NA,"",NA,-0.952863447295656,"A",4.71428571428571
"120",9,5041,0.0644081454795466,"F",1,0.0143949259617151,"F",1,-0.887834672625015,"B",4
"121",9,5043,0.00601489948640548,"F",1,0.0414157729212066,"F",1,-0.655275545282399,"D",2.14285714285714
"122",9,5045,0.0268412549597867,"F",1,-0.0283123465734772,"F",1,4.38435820112687,"F",1
"123",9,5047,0.050081754461536,"F",1,NA,"",NA,-0.814840302106952,"C",3.14285714285714
"124",9,5049,0.0750593489975187,"F",1,NA,"",NA,-0.964796189439287,"A",5
"125",9,5051,0.00412863143635098,"F",1,-0.0472729085827678,"F",1,2.85637846641274,"F",1
"126",9,5053,0.0330735366781598,"F",1,-0.00116782954491275,"F",1,-0.457408072747858,"D",1.71428571428571
"127",9,5055,-0.0074911417314846,"F",1,-0.00629589632979035,"F",1,0.385173628895981,"F",1
"128",9,5057,0.0758652638771905,"F",1,0.00426994690889331,"F",1,-0.828985027440064,"B",3.71428571428571
"129",9,5059,0.0112990738315418,"F",1,-0.022826479075876,"F",1,-0.536795811375822,"D",2
"130",9,5061,0.113319449985815,"F",1,NA,"",NA,-0.840665381760148,"B",3.57142857142857
"131",9,5063,0.0496469092765583,"F",1,0.00358256930242421,"F",1,-0.281384114253597,"F",1.28571428571429
"132",9,5065,0.126969892279039,"F",1,NA,"",NA,-0.952134580572818,"A",5
"133",9,5067,0.0275746024848384,"F",1,0.00745118606783434,"F",1,-0.855578754652289,"B",3.85714285714286
"134",9,5069,0.0427861731717401,"F",1,0.0441938408203561,"F",1,-0.346111739159436,"F",1.28571428571429
"135",9,5071,0.0461487522242206,"F",1,-0.0114682531012776,"F",1,-0.756103315976859,"C",2.85714285714286
"136",9,5073,0.0953278752011575,"F",1,NA,"",NA,-0.971319318724152,"A",5
"137",9,5075,0.00265473859995835,"F",1,-0.0334303860003998,"F",1,-0.823434690261226,"B",3.57142857142857
"138",9,5077,0.0692554398508077,"F",1,NA,"",NA,-0.977514996044853,"A",5
"139",9,5079,0.0526162388700111,"F",1,NA,"",NA,-0.915134422296928,"B",4.28571428571429
"140",9,5081,0.0497032911329939,"F",1,NA,"",NA,-0.874284460909098,"B",4
"141",9,5083,0.0066468280146948,"F",1,NA,"",NA,-0.866849264253015,"B",4
"142",9,5085,0.0337740040089608,"F",1,0.00476827794825155,"F",1,0.944334083072038,"F",1
"143",9,5087,-2.88601357989076e-05,"F",1,NA,"",NA,-0.88859394132796,"B",4
"144",9,5089,0.0474503206029983,"F",1,0.0587317271570449,"F",1,-0.923723489066667,"B",4.14285714285714
"145",9,5091,0.0307661993425303,"F",1,0.00461017968804427,"F",1,-0.440443944287718,"D",1.85714285714286
"146",9,5093,0.0516601385692624,"F",1,0.0124425997693277,"F",1,-0.673850039816272,"D",2.28571428571429
"147",9,5095,0.022441009002834,"F",1,0.0935394661072245,"F",1,-0.956741728145476,"A",4.85714285714286
"148",9,5097,0.0638935746575041,"F",1,NA,"",NA,-0.952442039389491,"A",4.71428571428571
"149",9,5099,0.0373827689759402,"F",1,NA,"",NA,-0.932454625882797,"B",4.28571428571429
"150",9,5101,0.0330754685002677,"F",1,NA,"",NA,-0.986568627717456,"A",5
"151",9,5103,0.0443711260761044,"F",1,-0.0114657923990706,"F",1,-0.868453717746945,"B",4
"152",9,5105,0.0334580343791371,"F",1,NA,"",NA,-0.942033740610507,"B",4.42857142857143
"153",9,5107,0.0455215047830872,"F",1,0.0942912215646682,"F",1,-0.924011703032765,"B",4.14285714285714
"154",9,5109,0.0544174561921303,"F",1,-0.033466455731862,"F",1,-0.89947015512698,"B",4
"155",9,5111,0.0264561337533486,"F",1,-0.0290914925018869,"F",1,-0.779398745310246,"C",2.85714285714286
"156",9,5113,0.0300124296512474,"F",1,0.000432931996593341,"F",1,-0.887065482337493,"B",4
"157",9,5115,0.0586112792251017,"F",1,-0.000848176186298492,"F",1,0.71890154972695,"F",1
"158",9,5117,0.00999881257595156,"F",1,NA,"",NA,-0.93136899185833,"B",4.42857142857143
"159",9,5119,0.0334578396264062,"F",1,0.0185433098755441,"F",1,10.6004574035996,"F",1
"160",9,5121,0.0421539625011686,"F",1,0.0371402435990759,"F",1,-0.795296238546949,"C",3
"161",9,5123,0.0473189426613477,"F",1,0.0277674730554212,"F",1,-0.770555497605484,"C",3
"162",9,5125,0.012605458169791,"F",1,-0.0102501454746416,"F",1,3.10599529850271,"F",1
"163",9,5127,0.0388583633435887,"F",1,NA,"",NA,-0.898480077717719,"A",4.14285714285714
"164",9,5129,0.0912999607921345,"F",1,NA,"",NA,-0.97646373998,"A",5
"165",9,5131,0.0349030831677685,"F",1,0.00475801590020745,"F",1,3.58907816868446,"F",1
"166",9,5133,0.0648743872063616,"F",1,NA,"",NA,-0.854674312258883,"B",4
"167",9,5135,0.0441229742116242,"F",1,-0.0733862956703424,"F",1,-0.889986012286463,"B",4
"168",9,5137,0.0300609231052642,"F",1,0.0123837112136665,"F",1,-0.911864574231932,"B",4
"169",9,5139,0.0533377601292388,"F",1,0.0266333670449451,"F",1,-0.518356705841443,"D",1.85714285714286
"170",9,5141,0.0652117356724129,"F",1,-0.00809265057871648,"F",1,-0.864440294573758,"B",4
"171",9,5143,0.0345842538226361,"F",1,-0.0163435534500147,"F",1,5.06986725278908,"F",1
"172",9,5145,0.010565796014311,"F",1,0.0365713994753163,"F",1,0.665060847407892,"F",1
"173",9,5147,0.0431810708147933,"F",1,NA,"",NA,-0.964981727657733,"A",5
"174",9,5149,0.0527217241953153,"F",1,-0.0553775638178032,"F",1,-0.836096900981485,"B",3.85714285714286
"175",9,6001,0.00512679132804145,"F",1,-0.0720154079728556,"F",1,8.89076499761109,"F",1
"176",9,6005,-0.00700185521242516,"F",1,-0.0871577453772785,"F",1,-0.798703366145874,"C",3.14285714285714
"177",9,6007,-0.00115638803821219,"F",1,-0.0907408577447495,"F",1,-0.438626659390177,"D",1.57142857142857
"178",9,6009,-0.0141905697593603,"F",1,-0.0905061175476323,"F",1,-0.922758704515679,"B",4.28571428571429
"179",9,6011,0.0517820684280932,"F",1,-0.126906867646345,"F",1,-0.974125333877061,"A",5
"180",9,6013,-0.020316589902862,"F",1,-0.0792277137481525,"F",1,6.91610652115587,"F",1
"181",9,6015,-0.002818429413639,"F",1,-0.0865170771426208,"F",1,-0.952270757980809,"A",4.85714285714286
"182",9,6017,-0.0393108282591436,"F",1,-0.0943027010752495,"F",1,-0.541100364578736,"D",2
"183",9,6019,-0.00279702419202374,"F",1,-0.0576242749974976,"F",1,-0.142372386231021,"F",1.14285714285714
"184",9,6021,0.00412299770574912,"F",1,-0.083580388787465,"F",1,-0.963889341141641,"A",5
"185",9,6023,-0.0185714737375861,"F",1,-0.0359709113669018,"F",1,-0.918935299194229,"B",4
"186",9,6025,-0.000973638592754242,"F",1,-0.0188485264428649,"F",1,-0.887159294279818,"B",4
"187",9,6027,-0.00391032545801123,"F",1,-0.0842275524682982,"F",1,-0.995109816712396,"A",5
"188",9,6029,0.0283897057562803,"F",1,-0.0475622941628519,"F",1,-0.52372565369206,"D",1.85714285714286
"189",9,6031,0.0337621056280943,"F",1,-0.0419157105416397,"F",1,-0.645991183329395,"D",2.14285714285714
"190",9,6033,0.00523021428045104,"F",1,0.0357408363937627,"F",1,-0.920210353347983,"B",4
"191",9,6035,0.0785584149939521,"F",1,-0.0143174031496082,"F",1,-0.988241219807285,"A",5
"192",9,6037,-0.00666010085575817,"F",1,-0.0707839097677275,"F",1,13.6753519908389,"F",1
"193",9,6039,-0.013800341549781,"F",1,-0.0515912832153893,"F",1,-0.858216709997243,"B",3.85714285714286
"194",9,6041,-0.0564443908440327,"F",1,-0.0790977401298511,"F",1,0.0326613419935694,"F",1
"195",9,6043,-0.0573150996225892,"F",1,NA,"",NA,-0.98203973209818,"A",5
"196",9,6045,-0.00513688786194196,"F",1,-0.0461320796035209,"F",1,-0.960987813468049,"A",5
"197",9,6047,-0.00533958662753184,"F",1,-0.0444349972600842,"F",1,-0.587409191470555,"D",2
"198",9,6049,0.0365528169549331,"F",1,NA,"",NA,-0.998797059359698,"A",5
"199",9,6051,0.0342010342032521,"F",1,NA,"",NA,-0.965774943724792,"A",4.85714285714286
"200",9,6053,0.00557767571220099,"F",1,-0.0566450121810615,"F",1,-0.718357613369148,"D",2.28571428571429
"201",9,6055,0.000993482980896533,"F",1,-0.0601157559174965,"F",1,-0.497749742685056,"D",1.71428571428571
"202",9,6057,-0.0261131627557476,"F",1,-0.0300843179767819,"F",1,-0.77168546167586,"C",2.85714285714286
"203",9,6059,-0.0241456975727842,"F",1,-0.102757950024363,"F",1,44.7452513394034,"F",1
"204",9,6061,-0.0288317487440451,"F",1,-0.101350967980645,"F",1,1.81382102643052,"F",1
"205",9,6063,0.0409121343506224,"F",1,NA,"",NA,-0.993828011559026,"A",5
"206",9,6065,0.00235612636536697,"F",1,-0.0643438636567576,"F",1,1.15165839063616,"F",1
"207",9,6067,-0.00634816253749449,"F",1,-0.0771140622986389,"F",1,8.87482519731041,"F",1
"208",9,6069,-0.0137546649369706,"F",1,-0.0373957296832582,"F",1,-0.887238664491622,"B",4
"209",9,6071,0.0142174550167551,"F",1,-0.0638662561076691,"F",1,-0.361664749052753,"F",1.28571428571429
"210",9,6073,0.000104959390402398,"F",1,-0.0761302590000083,"F",1,4.00999712480361,"F",1
"211",9,6075,-0.0039491391092186,"F",1,-0.0486562801798087,"F",1,198.15206183219,"F",1
"212",9,6077,-0.00548539955997013,"F",1,-0.0568376478404391,"F",1,1.12764294737841,"F",1
"213",9,6079,-0.016071296911169,"F",1,-0.0865162095613002,"F",1,-0.580702871989164,"D",2
"214",9,6081,-0.00946667794880947,"F",1,-0.0767411877197815,"F",1,7.71809301353496,"F",1
"215",9,6083,0.00280843535772533,"F",1,-0.070682195226748,"F",1,-0.559176951326034,"D",2
"216",9,6085,-0.00991713271195114,"F",1,-0.0551645464085723,"F",1,6.2591879637155,"F",1
"217",9,6087,-0.00241593128187032,"F",1,-0.075173520712005,"F",1,0.390705263092532,"F",1
"218",9,6089,-0.0202028353051134,"F",1,-0.0488464702795866,"F",1,-0.793941250098138,"C",3.14285714285714
"219",9,6091,-0.0293532138923467,"F",1.14285714285714,NA,"",NA,-0.994956055350492,"A",5
"220",9,6093,0.0182326740814514,"F",1,-0.0527670893451317,"F",1,-0.986415688860794,"A",5
"221",9,6095,-0.0103780138279794,"F",1,-0.0773692962337034,"F",1,1.05062601425619,"F",1
"222",9,6097,-0.0187028410564888,"F",1,-0.0980602879627697,"F",1,-0.168754498480107,"F",1.14285714285714
"223",9,6099,-0.0167382040634317,"F",1,-0.0655956232349346,"F",1,0.77313982588855,"F",1
"224",9,6101,-0.0237667038332823,"F",1,-0.0321109245207953,"F",1,-0.349292376872502,"F",1.28571428571429
"225",9,6103,-0.0143401910904265,"F",1,0.00604941939882901,"F",1,-0.939800599900557,"A",4.57142857142857
"226",9,6105,-0.0337001622343093,"F",1,NA,"",NA,-0.997323365384233,"A",5
"227",9,6107,0.0101357676204694,"F",1,-0.0435786069481397,"F",1,-0.708652242592658,"D",2.28571428571429
"228",9,6109,-0.0538972862538041,"F",1,-0.103621767030346,"F",1,-0.943774779803907,"A",4.71428571428571
"229",9,6111,-0.0164883417535495,"F",1,-0.0848079762147701,"F",1,1.20929706617731,"F",1
"230",9,6113,-0.00866604788731489,"F",1,-0.0837052959915124,"F",1,0.0811792259995194,"F",1
"231",9,6115,0.0254092343132531,"F",1,0.0197959600360608,"F",1,-0.567200039078997,"D",1.85714285714286
"232",9,8001,0.0231689434288087,"F",1,-0.00271872672716013,"F",1,2.07287546577916,"F",1
"233",9,8003,0.0529752681751954,"F",1,0.0332951920918781,"F",1,-0.917983266635624,"B",4.14285714285714
"234",9,8005,0.0200524423894045,"F",1,-0.0034809928961545,"F",1,6.11428943992411,"F",1
"235",9,8007,-0.0231183238774329,"F",1.14285714285714,NA,"",NA,-0.978190913078623,"A",5
"236",9,8009,0.0302056868321443,"F",1,NA,"",NA,-0.998193996724892,"A",5
"237",9,8011,0.0858519518377768,"F",1,NA,"",NA,-0.996800112917094,"A",5
"238",9,8013,0.0167984347890125,"F",1,-0.0160713140727675,"F",1,1.57201507196704,"F",1
"239",9,8014,0.0172838167900447,"F",1,-0.0088712473100585,"F",1,21.9637824078185,"F",1
"240",9,8015,-0.0109728932898702,"F",1,NA,"",NA,-0.965917922773458,"A",5
"241",9,8017,0.0260242367757205,"F",1,NA,"",NA,-0.997316185052837,"A",5
"242",9,8019,-0.0648848548225989,"F",1,NA,"",NA,-0.845291312539369,"B",3.42857142857143
"243",9,8021,0.0935911104486723,"F",1,NA,"",NA,-0.997995503741568,"A",5
"244",9,8023,0.124015074495536,"F",1,NA,"",NA,-0.998701434357409,"A",5
"245",9,8025,0.0929104592548462,"F",1,NA,"",NA,-0.994358323590994,"A",5
"246",9,8027,0.00979236732647452,"F",1,NA,"",NA,-0.996865832605896,"A",5
"247",9,8029,0.0837607450086255,"F",1,-0.0387997881977895,"F",1,-0.967699599177204,"A",5
"248",9,8031,0.00577133284851227,"F",1,0.000874480826868376,"F",1,43.7831739288999,"F",1
"249",9,8035,0.011866973514594,"F",1,-0.0166709651793743,"F",1,4.70189014289176,"F",1
"250",9,8037,-0.0484235237278825,"F",1,0.00914556605063188,"F",1,-0.541070470947524,"D",1.71428571428571
"251",9,8039,0.00873900792080773,"F",1,0.0784699835483327,"F",1,-0.968031920734553,"A",5
"252",9,8041,0.0319633388363011,"F",1,0.00271083513879204,"F",1,1.84734489600559,"F",1
"253",9,8043,0.0469900002122326,"F",1,-0.000753474527770817,"F",1,-0.892340397083651,"B",4
"254",9,8045,0.0196598894693121,"F",1,-0.0464820544411843,"F",1,-0.945690667409598,"A",4.71428571428571
"255",9,8047,-0.0139546928281244,"F",1,-0.0505561536508281,"F",1,-0.0212228623780228,"D",1.57142857142857
"256",9,8049,-0.0680192809240933,"F",1,NA,"",NA,-0.901653045431146,"B",4.28571428571429
"257",9,8051,-0.10790179327817,"F",1,NA,"",NA,-0.981556215059562,"A",5
"258",9,8055,0.000180636160101848,"F",1,NA,"",NA,-0.994469715018062,"A",5
"259",9,8059,0.0206830492300013,"F",1,-0.00796546437750295,"F",1,3.87522321899863,"F",1
"260",9,8061,-0.0136538142001057,"F",1,NA,"",NA,-0.997390910320676,"A",5
"261",9,8063,0.0198848114164627,"F",1,NA,"",NA,-0.986429679893366,"A",5
"262",9,8065,0.0672765108221888,"F",1,NA,"",NA,-0.969467017950042,"A",5
"263",9,8067,-0.0172317501082913,"F",1,-0.0359661388334421,"F",1,-0.898684816117431,"B",4
"264",9,8069,0.0301036704531898,"F",1,-0.0189672300696068,"F",1,0.169400855574079,"F",1
"265",9,8071,-0.00437077711514288,"F",1,-0.01860466418576,"F",1,-0.993596490314855,"A",5
"266",9,8073,0.0337265176657241,"F",1,-0.0287856764620084,"F",1,-0.989150973622098,"A",5
"267",9,8075,0.0239004891061302,"F",1,0.0422646801709758,"F",1,-0.920453652294672,"B",4.28571428571429
"268",9,8077,0.037460517857997,"F",1,-0.0213420290041365,"F",1,-0.748548822911977,"C",2.71428571428571
"269",9,8081,-0.0452898123437737,"F",1,NA,"",NA,-0.992275507483521,"A",5
"270",9,8083,-0.00437672864179178,"F",1,NA,"",NA,-0.979689660189327,"A",5
"271",9,8085,0.0404341667888402,"F",1,-0.0283757955895752,"F",1,-0.957676927782886,"A",5
